PostcodeDistrict,EstimatedDogPopulation,Area Name,District
L74,0,Liverpool,
L75,0,Liverpool,
LA19,484.6886817,Lancaster,North West England
LA2,"8,120.13",Lancaster,North West England
LA20,"1,832.74",Lancaster,North West England
LA21,653.2227913,Lancaster,North West England
LA22,"2,294.06",Lancaster,North West England
LA23,"2,604.75",Lancaster,North West England
LA3,"3,298.47",Lancaster,North West England
LA4,"2,740.93",Lancaster,North West England
LA5,"6,589.36",Lancaster,North West England
LA6,"14,412.55",Lancaster,North West England
LA7,"1,395.08",Lancaster,North West England
LA8,"2,905.06",Lancaster,North West England
LA9,"10,836.90",Lancaster,North West England
LD1,"5,953.68",Llandrindod Wells,Wales
LD2,"1,700.64",Llandrindod Wells,Wales
LD3,"11,177.56",Llandrindod Wells,Wales
LD4,215.8477475,Llandrindod Wells,Wales
LD5,377.4742024,Llandrindod Wells,Wales
LD6,862.6182702,Llandrindod Wells,Wales
LD7,"3,100.84",Llandrindod Wells,Wales
LD8,"1,142.14",Llandrindod Wells,Wales
LE1,"1,009.20",Leicester,East Midlands
LE10,"6,948.17",Leicester,East Midlands
LE11,"3,297.94",Leicester,East Midlands
LE12,"13,357.45",Leicester,East Midlands
LE13,"6,622.44",Leicester,East Midlands
LE14,"4,798.45",Leicester,East Midlands
LE15,"18,629.57",Leicester,East Midlands
LE16,"13,776.94",Leicester,East Midlands
LE17,"3,196.70",Leicester,East Midlands
LE18,"5,975.50",Leicester,East Midlands
LE19,"2,240.73",Leicester,East Midlands
LE2,"12,001.70",Leicester,East Midlands
LE3,"9,174.60",Leicester,East Midlands
LE4,"3,753.85",Leicester,East Midlands
LE5,"3,189.73",Leicester,East Midlands
LE6,926.0284434,Leicester,East Midlands
LE65,"2,393.38",Leicester,East Midlands
LE67,"6,158.99",Leicester,East Midlands
LE7,"2,646.19",Leicester,East Midlands
LE8,"6,257.85",Leicester,East Midlands
LE9,"6,468.96",Leicester,East Midlands
LL11,"6,544.74",Llandudno,Wales
LL12,"9,691.94",Llandudno,Wales
LL13,"12,575.87",Llandudno,Wales
LL14,"4,500.86",Llandudno,Wales
LL15,"8,737.59",Llandudno,Wales
LL16,"13,531.44",Llandudno,Wales
LL17,940.5957398,Llandudno,Wales
LL18,"6,939.53",Llandudno,Wales
LL19,"3,670.60",Llandudno,Wales
LL20,"2,496.00",Llandudno,Wales
LL21,"2,691.49",Llandudno,Wales
LL22,"4,919.46",Llandudno,Wales
LL23,"9,441.95",Llandudno,Wales
LL24,"1,592.46",Llandudno,Wales
LL25,419.9974763,Llandudno,Wales
LL26,"2,788.72",Llandudno,Wales
LL27,589.0023961,Llandudno,Wales
LL28,"3,312.02",Llandudno,Wales
LL29,"5,735.01",Llandudno,Wales
LL30,"6,975.66",Llandudno,Wales
LL31,"4,679.76",Llandudno,Wales
LL32,"3,061.62",Llandudno,Wales
LL33,"2,110.26",Llandudno,Wales
LL34,"2,475.95",Llandudno,Wales
LL35,859.4969769,Llandudno,Wales
LL36,"4,365.70",Llandudno,Wales
LL37,"1,034.20",Llandudno,Wales
LL38,610.727176,Llandudno,Wales
LL39,176.7683881,Llandudno,Wales
LL40,"2,865.63",Llandudno,Wales
LL41,"4,325.19",Llandudno,Wales
LL42,"1,699.63",Llandudno,Wales
LL43,294.5895827,Llandudno,Wales
LL44,635.8962061,Llandudno,Wales
LL45,450.8095734,Llandudno,Wales
LL46,"1,461.40",Llandudno,Wales
LL47,93.42693001,Llandudno,Wales
LL48,338.6990336,Llandudno,Wales
LL49,693.2008136,Llandudno,Wales
LL51,114.9975869,Llandudno,Wales
LL52,380.1595071,Llandudno,Wales
LL53,"2,567.95",Llandudno,Wales
LL54,"2,276.91",Llandudno,Wales
LL55,"4,580.21",Llandudno,Wales
LL56,518.5939085,Llandudno,Wales
LL57,"6,675.01",Llandudno,Wales
LL58,"1,427.66",Llandudno,Wales
LL59,"1,816.45",Llandudno,Wales
LL60,"1,400.88",Llandudno,Wales
LL61,"2,113.72",Llandudno,Wales
LL62,"1,109.48",Llandudno,Wales
LL63,987.9215489,Llandudno,Wales
LL64,"1,116.10",Llandudno,Wales
LL65,"10,898.28",Llandudno,Wales
LL66,120.0707466,Llandudno,Wales
LL67,667.8584826,Llandudno,Wales
LL68,"2,708.52",Llandudno,Wales
LL69,338.69001,Llandudno,Wales
LL70,144.7265651,Llandudno,Wales
LL71,851.9365145,Llandudno,Wales
LL72,463.4136987,Llandudno,Wales
LL73,134.8493519,Llandudno,Wales
LL74,908.3049232,Llandudno,Wales
LL75,551.8629436,Llandudno,Wales
LL76,81.08201609,Llandudno,Wales
LL77,"2,278.65",Llandudno,Wales
LL78,148.3229565,Llandudno,Wales
LN1,"7,073.74",Lincoln,East Midlands
LN10,"1,647.02",Lincoln,East Midlands
LN11,"9,852.04",Lincoln,East Midlands
LN12,"2,703.07",Lincoln,East Midlands
LN13,"2,279.24",Lincoln,East Midlands
LN2,"5,360.31",Lincoln,East Midlands
LN3,"2,096.33",Lincoln,East Midlands
LN4,"10,983.19",Lincoln,East Midlands
LN5,"3,946.86",Lincoln,East Midlands
LN6,"8,553.15",Lincoln,East Midlands
LN7,854.5812554,Lincoln,East Midlands
LN8,"7,035.93",Lincoln,East Midlands
LN9,"1,833.66",Lincoln,East Midlands
LS1,460.1196679,Leeds,Yorkshire and Humberside
LS10,"2,343.78",Leeds,Yorkshire and Humberside
LS11,"2,009.61",Leeds,Yorkshire and Humberside
LS12,"9,792.87",Leeds,Yorkshire and Humberside
LS13,"5,077.54",Leeds,Yorkshire and Humberside
LS14,"1,671.38",Leeds,Yorkshire and Humberside
LS15,"2,347.77",Leeds,Yorkshire and Humberside
LS16,"11,506.24",Leeds,Yorkshire and Humberside
LS17,"14,631.69",Leeds,Yorkshire and Humberside
LS18,"6,007.12",Leeds,Yorkshire and Humberside
LS19,"2,853.86",Leeds,Yorkshire and Humberside
LS2,508.2861751,Leeds,Yorkshire and Humberside
LS20,"2,407.24",Leeds,Yorkshire and Humberside
LS21,"7,549.84",Leeds,Yorkshire and Humberside
LS22,"4,308.50",Leeds,Yorkshire and Humberside
LS23,"3,039.66",Leeds,Yorkshire and Humberside
LS24,"2,197.27",Leeds,Yorkshire and Humberside
LS25,"7,561.58",Leeds,Yorkshire and Humberside
LS26,"4,622.38",Leeds,Yorkshire and Humberside
LS27,"15,354.21",Leeds,Yorkshire and Humberside
LS28,"8,903.91",Leeds,Yorkshire and Humberside
LS29,"7,803.59",Leeds,Yorkshire and Humberside
LS3,224.0010298,Leeds,Yorkshire and Humberside
LS4,437.1125651,Leeds,Yorkshire and Humberside
LS5,810.2098445,Leeds,Yorkshire and Humberside
LS6,"6,329.85",Leeds,Yorkshire and Humberside
LS7,"4,559.00",Leeds,Yorkshire and Humberside
LS8,"3,401.96",Leeds,Yorkshire and Humberside
LS9,"1,582.87",Leeds,Yorkshire and Humberside
LU1,"4,057.21",Luton,East of England
LU2,"6,484.98",Luton,East of England
LU3,"6,558.59",Luton,East of England
LU4,"2,935.74",Luton,East of England
LU5,"4,027.55",Luton,East of England
LU6,"2,623.66",Luton,East of England
LU7,"12,004.87",Luton,East of England
M1,530.3782087,Manchester,North West England
M11,787.8587824,Manchester,North West England
M12,457.6146486,Manchester,North West England
M13,794.8468455,Manchester,North West England
M14,"3,941.84",Manchester,North West England
M15,"1,999.93",Manchester,North West England
M16,"4,727.88",Manchester,North West England
M17,174.5052588,Manchester,North West England
M18,"1,255.87",Manchester,North West England
M19,"1,737.87",Manchester,North West England
M2,138.1536401,Manchester,North West England
M20,"3,386.54",Manchester,North West England
M21,"2,771.31",Manchester,North West England
M22,"4,222.13",Manchester,North West England
M23,"2,824.97",Manchester,North West England
M24,"2,951.60",Manchester,North West England
M25,"1,252.65",Manchester,North West England
M26,"3,412.59",Manchester,North West England
M27,"6,215.44",Manchester,North West England
M28,"3,038.86",Manchester,North West England
M29,"2,087.04",Manchester,North West England
M3,664.3101747,Manchester,North West England
M30,"3,117.50",Manchester,North West England
M31,"1,623.98",Manchester,North West England
M32,"2,551.78",Manchester,North West England
M33,"6,399.17",Manchester,North West England
M34,"5,067.00",Manchester,North West England
M35,546.5141772,Manchester,North West England
M38,948.0252534,Manchester,North West England
M4,351.344729,Manchester,North West England
M40,"1,320.39",Manchester,North West England
M41,"4,296.71",Manchester,North West England
M43,"1,321.16",Manchester,North West England
M44,"2,558.85",Manchester,North West England
M45,"1,453.51",Manchester,North West England
M46,"1,873.31",Manchester,North West England
M5,"1,002.83",Manchester,North West England
M50,232.9261799,Manchester,North West England
M6,"1,607.05",Manchester,North West England
M7,"1,131.59",Manchester,North West England
M8,967.3615162,Manchester,North West England
M9,"1,400.02",Manchester,North West England
M90,26.78157906,Manchester,North West England
ME1,"6,285.47",Medway,South East England
ME10,"7,284.37",Medway,South East England
ME11,773.6975654,Medway,South East England
ME12,"3,484.43",Medway,South East England
ME13,"7,729.14",Medway,South East England
ME14,"11,020.18",Medway,South East England
ME15,"8,314.16",Medway,South East England
ME16,"3,964.33",Medway,South East England
ME17,"4,605.36",Medway,South East England
ME18,"1,521.37",Medway,South East England
ME19,"3,172.16",Medway,South East England
ME2,"5,051.78",Medway,South East England
ME20,"4,560.63",Medway,South East England
ME3,"3,114.29",Medway,South East England
ME4,"3,988.96",Medway,South East England
ME5,"10,121.06",Medway,South East England
ME6,"1,500.83",Medway,South East England
ME7,"4,609.82",Medway,South East England
ME8,"7,107.59",Medway,South East England
ME9,"3,385.09",Medway,South East England
MK1,277.5635176,Milton Keynes,South East England
MK10,"4,523.91",Milton Keynes,South East England
MK11,"2,507.41",Milton Keynes,South East England
MK12,"1,178.97",Milton Keynes,South East England
MK13,993.568074,Milton Keynes,South East England
MK14,"4,363.74",Milton Keynes,South East England
MK15,"4,620.64",Milton Keynes,South East England
MK16,"7,237.34",Milton Keynes,South East England
MK17,"3,880.23",Milton Keynes,South East England
MK18,"10,547.38",Milton Keynes,South East England
MK19,"1,059.45",Milton Keynes,South East England
MK2,"1,707.03",Milton Keynes,South East England
MK3,"2,608.06",Milton Keynes,South East England
MK4,"2,321.36",Milton Keynes,South East England
MK40,"2,849.49",Milton Keynes,South East England
MK41,"8,779.65",Milton Keynes,South East England
MK42,"3,334.40",Milton Keynes,South East England
MK43,"2,853.57",Milton Keynes,South East England
MK44,"2,595.62",Milton Keynes,South East England
MK45,"12,401.20",Milton Keynes,South East England
MK46,519.7028389,Milton Keynes,South East England
MK5,981.6578623,Milton Keynes,South East England
MK6,"3,891.98",Milton Keynes,South East England
MK7,"3,470.37",Milton Keynes,South East England
MK8,916.2766076,Milton Keynes,South East England
MK9,487.8089222,Milton Keynes,South East England
ML1,"6,599.29",Motherwell,Scotland
ML10,"4,725.56",Motherwell,Scotland
ML11,"19,810.22",Motherwell,Scotland
ML12,"6,730.75",Motherwell,Scotland
ML2,"2,288.37",Motherwell,Scotland
ML3,"5,756.50",Motherwell,Scotland
ML4,"2,658.36",Motherwell,Scotland
ML5,"4,357.39",Motherwell,Scotland
ML6,"4,480.50",Motherwell,Scotland
ML7,848.4842238,Motherwell,Scotland
ML8,"7,239.00",Motherwell,Scotland
ML9,"3,440.33",Motherwell,Scotland
N1,"6,778.58",London North,Greater London
N10,"3,521.52",London North,Greater London
N11,"2,147.60",London North,Greater London
N12,"2,084.65",London North,Greater London
N13,"1,307.79",London North,Greater London
N14,"2,450.78",London North,Greater London
N15,"1,134.88",London North,Greater London
N16,"1,586.56",London North,Greater London
N17,"1,824.94",London North,Greater London
N18,"1,044.51",London North,Greater London
N19,"3,134.55",London North,Greater London
N1C,75.17983372,London North,Greater London
N2,"2,919.62",London North,Greater London
N20,"1,960.06",London North,Greater London
N21,"1,753.21",London North,Greater London
N22,"2,139.06",London North,Greater London
N3,"2,618.54",London North,Greater London
N4,"3,246.69",London North,Greater London
N5,"1,422.57",London North,Greater London
N6,"2,754.67",London North,Greater London
N7,"4,225.95",London North,Greater London
N8,"5,018.10",London North,Greater London
N9,"1,997.58",London North,Greater London
NE1,"2,210.74",Newcastle upon Tyne,North East England
NE10,"7,656.30",Newcastle upon Tyne,North East England
NE11,"2,088.65",Newcastle upon Tyne,North East England
NE12,"3,571.20",Newcastle upon Tyne,North East England
NE13,"2,934.71",Newcastle upon Tyne,North East England
NE15,"3,441.38",Newcastle upon Tyne,North East England
NE16,"3,861.42",Newcastle upon Tyne,North East England
NE17,415.8377233,Newcastle upon Tyne,North East England
NE18,105.9296443,Newcastle upon Tyne,North East England
NE19,506.5693006,Newcastle upon Tyne,North East England
NE2,"4,984.87",Newcastle upon Tyne,North East England
NE20,"2,406.16",Newcastle upon Tyne,North East England
NE21,"1,274.56",Newcastle upon Tyne,North East England
NE22,"5,405.98",Newcastle upon Tyne,North East England
NE23,"13,565.94",Newcastle upon Tyne,North East England
NE24,"13,249.91",Newcastle upon Tyne,North East England
NE25,"7,081.70",Newcastle upon Tyne,North East England
NE26,"2,015.10",Newcastle upon Tyne,North East England
NE27,"1,421.67",Newcastle upon Tyne,North East England
NE28,"3,151.77",Newcastle upon Tyne,North East England
NE29,"7,064.92",Newcastle upon Tyne,North East England
NE3,"7,824.27",Newcastle upon Tyne,North East England
NE30,"2,910.10",Newcastle upon Tyne,North East England
NE31,"1,227.53",Newcastle upon Tyne,North East England
NE32,"1,622.44",Newcastle upon Tyne,North East England
NE33,"3,450.94",Newcastle upon Tyne,North East England
NE34,"4,787.40",Newcastle upon Tyne,North East England
NE35,395.045513,Newcastle upon Tyne,North East England
NE36,"1,186.25",Newcastle upon Tyne,North East England
NE37,"4,489.71",Newcastle upon Tyne,North East England
NE38,"3,250.45",Newcastle upon Tyne,North East England
NE39,566.1894429,Newcastle upon Tyne,North East England
NE4,"4,938.30",Newcastle upon Tyne,North East England
NE40,"1,360.83",Newcastle upon Tyne,North East England
NE41,274.1084025,Newcastle upon Tyne,North East England
NE42,"1,588.14",Newcastle upon Tyne,North East England
NE43,"2,273.83",Newcastle upon Tyne,North East England
NE44,544.4192519,Newcastle upon Tyne,North East England
NE45,567.690839,Newcastle upon Tyne,North East England
NE46,"5,700.37",Newcastle upon Tyne,North East England
NE47,"2,947.79",Newcastle upon Tyne,North East England
NE48,738.9477548,Newcastle upon Tyne,North East England
NE49,"4,468.44",Newcastle upon Tyne,North East England
NE5,"4,435.00",Newcastle upon Tyne,North East England
NE6,"7,870.99",Newcastle upon Tyne,North East England
NE61,"6,262.50",Newcastle upon Tyne,North East England
NE62,"1,988.87",Newcastle upon Tyne,North East England
NE63,"8,180.18",Newcastle upon Tyne,North East England
NE64,"1,091.48",Newcastle upon Tyne,North East England
NE65,"6,739.09",Newcastle upon Tyne,North East England
NE66,"9,519.82",Newcastle upon Tyne,North East England
NE67,467.751694,Newcastle upon Tyne,North East England
NE68,538.875999,Newcastle upon Tyne,North East England
NE69,181.0994091,Newcastle upon Tyne,North East England
NE7,"1,936.91",Newcastle upon Tyne,North East England
NE70,476.2823769,Newcastle upon Tyne,North East England
NE71,"1,761.70",Newcastle upon Tyne,North East England
NE8,"3,573.50",Newcastle upon Tyne,North East England
NE9,"8,644.01",Newcastle upon Tyne,North East England
NG1,"2,387.32",Nottingham,East Midlands
NG10,"3,539.91",Nottingham,East Midlands
NG11,"6,369.63",Nottingham,East Midlands
NG12,"14,121.65",Nottingham,East Midlands
NG13,"7,761.65",Nottingham,East Midlands
NG14,"9,351.66",Nottingham,East Midlands
NG15,"10,759.53",Nottingham,East Midlands
NG16,"10,365.77",Nottingham,East Midlands
NG17,"6,187.67",Nottingham,East Midlands
NG18,"2,798.76",Nottingham,East Midlands
NG19,"7,149.50",Nottingham,East Midlands
NG2,"6,495.13",Nottingham,East Midlands
NG20,"2,896.63",Nottingham,East Midlands
NG21,"3,677.27",Nottingham,East Midlands
NG22,"6,952.51",Nottingham,East Midlands
NG23,"6,219.60",Nottingham,East Midlands
NG24,"9,768.21",Nottingham,East Midlands
NG25,"5,780.44",Nottingham,East Midlands
NG3,"7,252.31",Nottingham,East Midlands
NG31,"9,241.93",Nottingham,East Midlands
NG32,"3,396.12",Nottingham,East Midlands
NG33,"2,424.77",Nottingham,East Midlands
NG34,"18,395.86",Nottingham,East Midlands
NG4,"5,651.17",Nottingham,East Midlands
NG5,"6,407.00",Nottingham,East Midlands
NG6,"1,901.30",Nottingham,East Midlands
NG7,"8,443.78",Nottingham,East Midlands
NG8,"20,048.27",Nottingham,East Midlands
NG9,"9,061.72",Nottingham,East Midlands
NN1,"8,024.44",Northampton,West Midlands
NN10,"2,921.25",Northampton,West Midlands
NN11,"10,586.51",Northampton,West Midlands
NN12,"11,083.19",Northampton,West Midlands
NN13,"4,355.05",Northampton,West Midlands
NN14,"15,266.27",Northampton,West Midlands
NN15,"4,855.37",Northampton,West Midlands
NN16,"6,975.41",Northampton,West Midlands
NN17,"2,537.60",Northampton,West Midlands
NN18,"2,193.23",Northampton,West Midlands
NN2,"4,684.81",Northampton,West Midlands
NN29,"1,494.35",Northampton,West Midlands
NN3,"10,895.84",Northampton,West Midlands
NN4,"4,542.57",Northampton,West Midlands
NN5,"5,939.39",Northampton,West Midlands
NN6,"7,453.01",Northampton,West Midlands
NN7,"4,657.29",Northampton,West Midlands
NN8,"7,698.91",Northampton,West Midlands
NN9,"2,876.91",Northampton,West Midlands
NP10,"2,185.09",Newport,Wales
NP11,"6,076.43",Newport,Wales
NP12,"4,319.18",Newport,Wales
NP13,"1,459.93",Newport,Wales
NP15,"4,748.06",Newport,Wales
NP16,"8,332.03",Newport,Wales
NP18,"4,835.60",Newport,Wales
NP19,"6,815.57",Newport,Wales
NP20,"7,319.25",Newport,Wales
NP22,"4,285.73",Newport,Wales
NP23,"3,540.09",Newport,Wales
NP24,550.8884694,Newport,Wales
NP25,"6,915.12",Newport,Wales
NP26,"5,354.80",Newport,Wales
NP4,"7,507.03",Newport,Wales
NP44,"8,040.49",Newport,Wales
NP7,"11,244.16",Newport,Wales
NP8,"2,769.52",Newport,Wales
NR1,"9,201.59",Norwich,East of England
NR10,"5,290.97",Norwich,East of England
NR11,"3,491.98",Norwich,East of England
NR12,"6,437.22",Norwich,East of England
NR13,"5,329.75",Norwich,East of England
NR14,"19,434.75",Norwich,East of England
NR15,"13,840.63",Norwich,East of England
NR16,"5,731.22",Norwich,East of England
NR17,"4,791.54",Norwich,East of England
NR18,"2,973.28",Norwich,East of England
NR19,"3,545.76",Norwich,East of England
NR2,"3,625.60",Norwich,East of England
NR20,"6,136.02",Norwich,East of England
NR21,"8,825.85",Norwich,East of England
NR22,489.77593,Norwich,East of England
NR23,"1,822.18",Norwich,East of England
NR24,963.0206919,Norwich,East of England
NR25,"2,506.08",Norwich,East of England
NR26,"2,360.66",Norwich,East of England
NR27,"3,240.48",Norwich,East of England
NR28,"2,876.95",Norwich,East of England
NR29,"3,262.52",Norwich,East of England
NR3,"5,365.23",Norwich,East of England
NR30,"4,528.18",Norwich,East of England
NR31,"3,201.91",Norwich,East of England
NR32,"5,046.61",Norwich,East of England
NR33,"15,106.85",Norwich,East of England
NR34,"9,049.81",Norwich,East of England
NR35,"5,777.75",Norwich,East of England
NR4,"3,621.68",Norwich,East of England
NR5,"5,570.24",Norwich,East of England
NR6,"3,341.31",Norwich,East of England
NR7,"6,614.66",Norwich,East of England
NR8,"7,561.52",Norwich,East of England
NR9,"3,788.53",Norwich,East of England
NW1,"6,223.32",London North West,Greater London
NW10,"4,634.72",London North West,Greater London
NW11,"2,808.80",London North West,Greater London
NW2,"4,114.44",London North West,Greater London
NW3,"7,388.85",London North West,Greater London
NW4,"3,192.82",London North West,Greater London
NW5,"2,988.52",London North West,Greater London
NW6,"4,166.45",London North West,Greater London
NW7,"1,679.90",London North West,Greater London
NW8,"3,092.55",London North West,Greater London
NW9,"2,341.72",London North West,Greater London
OL1,"2,336.18",Oldham,North West England
OL10,"1,543.78",Oldham,North West England
OL11,"4,658.72",Oldham,North West England
OL12,"4,175.73",Oldham,North West England
OL13,"1,507.30",Oldham,North West England
OL14,"4,888.01",Oldham,North West England
OL15,"2,517.62",Oldham,North West England
OL16,"2,910.90",Oldham,North West England
OL2,"5,605.25",Oldham,North West England
OL3,"1,824.88",Oldham,North West England
OL4,"2,856.27",Oldham,North West England
OL5,"1,546.47",Oldham,North West England
OL6,"4,107.49",Oldham,North West England
OL7,"2,543.31",Oldham,North West England
OL8,"1,954.58",Oldham,North West England
OL9,"2,943.54",Oldham,North West England
OX1,"7,929.45",Oxford,South East England
OX10,"15,158.75",Oxford,South East England
OX11,"11,111.91",Oxford,South East England
OX12,"9,128.78",Oxford,South East England
OX13,"3,044.07",Oxford,South East England
OX14,"12,608.23",Oxford,South East England
OX15,"11,884.06",Oxford,South East England
OX16,"14,845.32",Oxford,South East England
OX17,"10,246.77",Oxford,South East England
OX18,"7,458.58",Oxford,South East England
OX2,"7,386.28",Oxford,South East England
OX20,663.2310836,Oxford,South East England
OX25,"6,420.63",Oxford,South East England
OX26,"9,279.73",Oxford,South East England
OX27,"3,489.70",Oxford,South East England
OX28,"5,375.60",Oxford,South East England
LE87,0,Leicester,
LE95,0,Leicester,
LS98,0,Leeds,
LS99,0,Leeds,
M60,0,Manchester,
M61,0,Manchester,
M99,0,Manchester,
MK77,0,Milton Keynes,
N81,0,London North,
NE85,0,Newcastle upon Tyne,
NE92,0,Newcastle upon Tyne,
NE98,0,Newcastle upon Tyne,
NE99,0,Newcastle upon Tyne,
NG80,0,Nottingham,
NG90,0,Nottingham,
NR99,0,Norwich,
OX29,"6,070.97",Oxford,South East England
OX3,"9,296.97",Oxford,South East England
OX33,"2,712.11",Oxford,South East England
OX39,"4,173.19",Oxford,South East England
OX4,"4,431.88",Oxford,South East England
OX44,"1,485.12",Oxford,South East England
OX49,"1,187.59",Oxford,South East England
OX5,"1,833.01",Oxford,South East England
OX7,"14,195.21",Oxford,South East England
OX9,"4,007.49",Oxford,South East England
PA1,"4,272.37",Paisley,Scotland
PA10,"1,187.61",Paisley,Scotland
PA11,690.6693077,Paisley,Scotland
PA12,404.1837754,Paisley,Scotland
PA13,542.9778764,Paisley,Scotland
PA14,"1,768.34",Paisley,Scotland
PA15,"2,131.97",Paisley,Scotland
PA16,"2,981.06",Paisley,Scotland
PA17,487.5785379,Paisley,Scotland
PA18,300.8124219,Paisley,Scotland
PA19,"1,269.57",Paisley,Scotland
PA2,"6,377.33",Paisley,Scotland
PA20,"2,395.37",Paisley,Scotland
PA21,211.6126316,Paisley,Scotland
PA22,74.31153661,Paisley,Scotland
PA23,"2,619.27",Paisley,Scotland
PA24,108.4230356,Paisley,Scotland
PA25,19.20764066,Paisley,Scotland
PA26,29.28996742,Paisley,Scotland
PA27,172.16429,Paisley,Scotland
PA28,"5,033.94",Paisley,Scotland
PA29,716.2759176,Paisley,Scotland
PA3,"4,373.55",Paisley,Scotland
PA30,300.2949217,Paisley,Scotland
PA31,"1,267.63",Paisley,Scotland
PA32,292.5767804,Paisley,Scotland
PA33,185.0294,Paisley,Scotland
PA34,"2,610.11",Paisley,Scotland
PA35,345.8936749,Paisley,Scotland
PA36,11.00837347,Paisley,Scotland
PA37,594.7791783,Paisley,Scotland
PA38,214.5725944,Paisley,Scotland
PA4,"1,650.16",Paisley,Scotland
PA41,114.7243272,Paisley,Scotland
PA42,511.2471852,Paisley,Scotland
PA43,361.3171002,Paisley,Scotland
PA44,136.8875541,Paisley,Scotland
PA45,54.08910919,Paisley,Scotland
PA46,84.76801609,Paisley,Scotland
PA47,112.032813,Paisley,Scotland
PA48,163.976186,Paisley,Scotland
PA49,96.14157599,Paisley,Scotland
PA5,"2,490.28",Paisley,Scotland
PA6,646.7300299,Paisley,Scotland
PA60,128.9808608,Paisley,Scotland
PA61,100.3810712,Paisley,Scotland
PA62,10.99688765,Paisley,Scotland
PA63,3.806614954,Paisley,Scotland
PA64,25.37743303,Paisley,Scotland
PA65,55.52876558,Paisley,Scotland
PA66,44.58551441,Paisley,Scotland
PA67,86.57350047,Paisley,Scotland
PA68,5.503471008,Paisley,Scotland
PA69,8.621308757,Paisley,Scotland
PA7,229.9737697,Paisley,Scotland
PA70,24.19196276,Paisley,Scotland
PA71,12.54401126,Paisley,Scotland
PA72,89.94564088,Paisley,Scotland
PA73,19.76261034,Paisley,Scotland
PA74,11.16718207,Paisley,Scotland
PA75,339.3272971,Paisley,Scotland
PA76,41.38862835,Paisley,Scotland
PA77,"1,599.13",Paisley,Scotland
PA78,164.8260639,Paisley,Scotland
PA8,519.5027346,Paisley,Scotland
PA80,84.3639594,Paisley,Scotland
PA9,456.6425072,Paisley,Scotland
PE1,"11,963.93",Peterborough,East of England
PE10,"4,306.44",Peterborough,East of England
PE11,"6,966.11",Peterborough,East of England
PE12,"4,489.71",Peterborough,East of England
PE13,"3,256.37",Peterborough,East of England
PE14,"3,230.57",Peterborough,East of England
PE15,"4,932.86",Peterborough,East of England
PE16,"1,124.11",Peterborough,East of England
PE19,"8,253.57",Peterborough,East of England
PE2,"6,676.20",Peterborough,East of England
PE20,"4,427.42",Peterborough,East of England
PE21,"5,761.48",Peterborough,East of England
PE22,"2,492.74",Peterborough,East of England
PE23,"3,344.47",Peterborough,East of England
PE24,"1,406.05",Peterborough,East of England
PE25,670.1417723,Peterborough,East of England
PE26,"1,174.88",Peterborough,East of England
PE27,"3,664.09",Peterborough,East of England
PE28,"8,439.26",Peterborough,East of England
PE29,"12,208.60",Peterborough,East of England
PE3,"5,322.52",Peterborough,East of England
PE30,"12,208.32",Peterborough,East of England
PE31,"6,220.29",Peterborough,East of England
PE32,"3,381.60",Peterborough,East of England
PE33,"2,290.32",Peterborough,East of England
PE34,"4,247.48",Peterborough,East of England
PE35,31.20675191,Peterborough,East of England
PE36,988.9884808,Peterborough,East of England
PE37,"2,893.00",Peterborough,East of England
PE38,"2,050.44",Peterborough,East of England
PE4,"3,633.88",Peterborough,East of England
PE5,257.4456931,Peterborough,East of England
PE6,"7,184.80",Peterborough,East of England
PE7,"6,020.91",Peterborough,East of England
PE8,"7,253.16",Peterborough,East of England
PE9,"5,709.39",Peterborough,East of England
PH1,"7,927.39",Perth,Scotland
PH10,"1,905.23",Perth,Scotland
PH11,615.3418062,Perth,Scotland
PH12,467.1482232,Perth,Scotland
PH13,707.3457535,Perth,Scotland
PH14,375.5944167,Perth,Scotland
PH15,"1,560.46",Perth,Scotland
PH16,"2,212.06",Perth,Scotland
PH17,116.991234,Perth,Scotland
PH18,427.1721168,Perth,Scotland
PH19,43.55714617,Perth,Scotland
PH2,"9,730.99",Perth,Scotland
PH20,628.4701365,Perth,Scotland
PH21,897.2151249,Perth,Scotland
PH22,"1,534.89",Perth,Scotland
PH23,386.7423213,Perth,Scotland
PH24,492.5821033,Perth,Scotland
PH25,567.0072195,Perth,Scotland
PH26,"1,945.29",Perth,Scotland
PH3,"3,074.84",Perth,Scotland
PH30,4.729214723,Perth,Scotland
PH31,97.5447838,Perth,Scotland
PH32,150.1626623,Perth,Scotland
PH33,"2,014.67",Perth,Scotland
PH34,197.8351649,Perth,Scotland
PH35,77.16020518,Perth,Scotland
PH36,294.823922,Perth,Scotland
PH37,29.46664558,Perth,Scotland
PH38,43.65428975,Perth,Scotland
PH39,85.25592055,Perth,Scotland
PH4,401.6282813,Perth,Scotland
PH40,54.24633844,Perth,Scotland
PH41,174.4314483,Perth,Scotland
PH42,17.82550165,Perth,Scotland
PH43,12.0438801,Perth,Scotland
PH44,11.45694637,Perth,Scotland
PH49,209.7244858,Perth,Scotland
PH5,200.7324656,Perth,Scotland
PH50,191.5522802,Perth,Scotland
PH6,645.0644718,Perth,Scotland
PH7,"2,149.46",Perth,Scotland
PH8,460.5516429,Perth,Scotland
PH9,453.8057269,Perth,Scotland
PL1,"4,066.62",Plymouth,South West England
PL10,"1,218.87",Plymouth,South West England
